2026-02-04 03:11:02.920147	https://www.encodeproject.org/cart-report/?type=Experiment&cart=%2Fcarts%2Fc3a4ad2c-3f3a-47e2-8386-13b3f7355ae5%2F&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR797AOQ/	ENCSR797AOQ	PRO-cap	PRO-cap	tissue				Homo sapiens spleen tissue female adult (41 years)	spleen		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Spleen.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF224EHC/,/files/ENCFF624CYN/,/files/ENCFF134RMC/,/files/ENCFF807YHV/,/files/ENCFF764GET/,/files/ENCFF939GPM/,/files/ENCFF604CRL/,/files/ENCFF017SYR/,/files/ENCFF425XWA/,/files/ENCFF300FRU/,/files/ENCFF733NVN/,/files/ENCFF488UTK/,/files/ENCFF914OVT/,/files/ENCFF420SWY/,/files/ENCFF865ANZ/,/files/ENCFF677NOJ/,/files/ENCFF965DYJ/,/files/ENCFF990YRR/		ENCBS151FEK	1	1,2		Homo sapiens	adult	41 years												/replicates/d313eed9-862a-40ff-b386-6d49acf36b7d/,/replicates/f87ead15-74a2-4e70-9376-2d4b24439b97/				capped RNA enrichment
/experiments/ENCSR675RBN/	ENCSR675RBN	PRO-cap	PRO-cap	tissue				Homo sapiens cerebral cortex tissue	cerebral cortex		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Left frontal of cerebral cortex.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF194XSM/,/files/ENCFF741STY/,/files/ENCFF548IFJ/,/files/ENCFF403BMA/,/files/ENCFF231ZIV/,/files/ENCFF603QYK/,/files/ENCFF547WOV/,/files/ENCFF163ALM/,/files/ENCFF073IJK/,/files/ENCFF811GRY/,/files/ENCFF573FVS/,/files/ENCFF601NFZ/,/files/ENCFF031GQY/,/files/ENCFF003TZY/,/files/ENCFF361MGW/,/files/ENCFF900KSM/,/files/ENCFF942RYJ/,/files/ENCFF727ZVN/		ENCBS687LHA	1	1,2		Homo sapiens	unknown													/replicates/badd0376-bdd5-45ad-b1c0-7a8291ca567b/,/replicates/4620208b-eabe-4aae-ab51-a83673f8f5a7/				capped RNA enrichment
/experiments/ENCSR812JCT/	ENCSR812JCT	PRO-cap	PRO-cap	tissue				Homo sapiens heart left ventricle tissue female adult (46 years)	heart left ventricle		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Left ventricle of heart.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF924IEL/,/files/ENCFF011QGS/,/files/ENCFF205QUA/,/files/ENCFF953VMJ/,/files/ENCFF444WNV/,/files/ENCFF968YAY/,/files/ENCFF984PND/,/files/ENCFF360SQK/,/files/ENCFF481YIZ/,/files/ENCFF839FOX/,/files/ENCFF514MNH/,/files/ENCFF982VAA/,/files/ENCFF054BGT/,/files/ENCFF445YTY/,/files/ENCFF353SVC/,/files/ENCFF767IFY/,/files/ENCFF543HAX/,/files/ENCFF595QXJ/		ENCBS569PVU	1	1,2		Homo sapiens	adult	46 years												/replicates/438e8c2b-ab96-4ac3-aa20-e035a557c7de/,/replicates/21d134fc-1a83-408a-8a84-01e10b6d379b/				capped RNA enrichment
/experiments/ENCSR740DLY/	ENCSR740DLY	PRO-cap	PRO-cap	primary cell				Homo sapiens peripheral blood mononuclear cell	peripheral blood mononuclear cell		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in PBMCs.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF115YTF/,/files/ENCFF277ZZN/,/files/ENCFF913FFA/,/files/ENCFF797HSE/,/files/ENCFF359MFL/,/files/ENCFF380JCN/,/files/ENCFF963SLF/,/files/ENCFF184YGZ/,/files/ENCFF447QAD/,/files/ENCFF187RKR/,/files/ENCFF524YRZ/,/files/ENCFF255LKE/,/files/ENCFF262NUC/,/files/ENCFF029KOW/,/files/ENCFF998DWH/,/files/ENCFF279XAA/,/files/ENCFF879HQQ/,/files/ENCFF562JWX/		ENCBS777XZX	1	2,1		Homo sapiens	unknown													/replicates/3f02a0c7-4213-4475-b933-6991cb01da3d/,/replicates/84a7339e-6029-4951-8369-bd56f5810bbd/				capped RNA enrichment
/experiments/ENCSR964OON/	ENCSR964OON	PRO-cap	PRO-cap	tissue				Homo sapiens sternocleidomastoid tissue	sternocleidomastoid		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Sternocleidomastoid muscle.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF752RKJ/,/files/ENCFF816PXF/,/files/ENCFF063PHP/,/files/ENCFF061QTL/,/files/ENCFF833GSB/,/files/ENCFF011ETM/,/files/ENCFF338VWK/,/files/ENCFF972RLL/,/files/ENCFF955VOP/,/files/ENCFF184YVY/,/files/ENCFF991UOV/,/files/ENCFF727TWX/,/files/ENCFF025EGE/,/files/ENCFF466DGA/,/files/ENCFF603TDX/,/files/ENCFF498PQI/,/files/ENCFF410LPV/,/files/ENCFF249BQV/		ENCBS539XDF	1	1,2		Homo sapiens	unknown													/replicates/7e0563a1-3b46-4563-9b10-b07521678a7e/,/replicates/4a191d22-b008-4ca5-88c0-a4567ae97298/				capped RNA enrichment
/experiments/ENCSR883PPD/	ENCSR883PPD	PRO-cap	PRO-cap	tissue				Homo sapiens right cardiac atrium tissue female adult (46 years)	right cardiac atrium		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Right atrium of heart.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF943BBV/,/files/ENCFF368RUT/,/files/ENCFF850WGU/,/files/ENCFF543QXC/,/files/ENCFF572UNR/,/files/ENCFF299KLH/,/files/ENCFF721MJC/,/files/ENCFF246AHV/,/files/ENCFF536CFL/,/files/ENCFF732GGD/,/files/ENCFF618VYP/,/files/ENCFF558AKT/,/files/ENCFF068IWI/,/files/ENCFF454BBU/,/files/ENCFF393QMT/,/files/ENCFF727HKF/,/files/ENCFF015TEW/,/files/ENCFF806NCI/		ENCBS899ZGN	1	2,1		Homo sapiens	adult	46 years												/replicates/86765ca2-f048-4e12-8a6e-00747f3b8b3b/,/replicates/107bef4f-5e47-4add-815d-f7e8d798c6df/				capped RNA enrichment
/experiments/ENCSR784FKF/	ENCSR784FKF	PRO-cap	PRO-cap	tissue				Homo sapiens vermiform appendix tissue male adult (56 years)	vermiform appendix		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Appendix.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF346RDO/,/files/ENCFF698BKY/,/files/ENCFF701BWN/,/files/ENCFF822CFT/,/files/ENCFF141WVD/,/files/ENCFF830HPK/,/files/ENCFF140WQA/,/files/ENCFF859COX/,/files/ENCFF331RID/,/files/ENCFF472STV/,/files/ENCFF013AUL/,/files/ENCFF874GPR/,/files/ENCFF516NXU/,/files/ENCFF046QUU/,/files/ENCFF444GIW/,/files/ENCFF922ZHM/,/files/ENCFF468LXW/,/files/ENCFF570OGJ/		ENCBS890AUO	1	1,2		Homo sapiens	adult	56 years												/replicates/d958f410-821f-4ab2-b953-8752399e4e96/,/replicates/5e081212-c608-40e1-a328-cb7c0b0f77c0/				capped RNA enrichment
/experiments/ENCSR273JQN/	ENCSR273JQN	PRO-cap	PRO-cap	cell line				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens SUPT16H	HCT116	GEO:GSE219977	A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in SUPT16H_U.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF305ZVJ/,/files/ENCFF766JRN/,/files/ENCFF069GDX/,/files/ENCFF407OZD/,/files/ENCFF876ECB/,/files/ENCFF041PRG/,/files/ENCFF046ROQ/,/files/ENCFF184KLI/,/files/ENCFF772OZZ/,/files/ENCFF165FGE/,/files/ENCFF944XUH/,/files/ENCFF303NFF/,/files/ENCFF266PAF/,/files/ENCFF124AHW/,/files/ENCFF981SXB/,/files/ENCFF787FPL/,/files/ENCFF747HHS/,/files/ENCFF005FUM/,/files/ENCFF702ZUJ/,/files/ENCFF323ZMX/,/files/ENCFF375JEC/,/files/ENCFF578FCY/,/files/ENCFF358OXF/,/files/ENCFF625YBE/,/files/ENCFF656KEA/	/gene-silencing-series/ENCSR597PBK/	ENCBS984MQX,ENCBS465EAG	1,2	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/0cfd615c-f214-422d-8d28-942482ef6705/,/replicates/9ee61015-867c-4ca0-9616-931f168ed02d/				capped RNA enrichment
/experiments/ENCSR074XOP/	ENCSR074XOP	PRO-cap	PRO-cap	cell line				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens POLR2A	HCT116	GEO:GSE219427	A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in POLR2A_U.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF567NGK/,/files/ENCFF228FSM/,/files/ENCFF468TYK/,/files/ENCFF850IGU/,/files/ENCFF207IAP/,/files/ENCFF442MGU/,/files/ENCFF031YGZ/,/files/ENCFF825RRC/,/files/ENCFF573KYE/,/files/ENCFF058XIC/,/files/ENCFF829SHT/,/files/ENCFF022JJM/,/files/ENCFF595CDO/,/files/ENCFF855YVR/,/files/ENCFF267HWY/,/files/ENCFF725AIY/,/files/ENCFF271SOC/,/files/ENCFF484CGY/,/files/ENCFF067ZFN/,/files/ENCFF892ADK/,/files/ENCFF194FJR/,/files/ENCFF851IEE/,/files/ENCFF850UAY/,/files/ENCFF692ZQW/,/files/ENCFF834TRR/	/gene-silencing-series/ENCSR044ADB/	ENCBS729ZZV,ENCBS777WED	2,1	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/66726dfd-eb47-4842-a2d3-49d015654c7a/,/replicates/5e197b6a-23bf-498e-ae3f-700dc69ab0d2/				capped RNA enrichment
/experiments/ENCSR635SXX/	ENCSR635SXX	PRO-cap	PRO-cap	cell line				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens RAD21	HCT116	GEO:GSE219548	A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in RAD21_U.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF094UXF/,/files/ENCFF743MRP/,/files/ENCFF179ORP/,/files/ENCFF194BJT/,/files/ENCFF137VTV/,/files/ENCFF874ERU/,/files/ENCFF882JTF/,/files/ENCFF758QBJ/,/files/ENCFF827AAO/,/files/ENCFF520TCA/,/files/ENCFF240XWE/,/files/ENCFF227SKB/,/files/ENCFF323XPD/,/files/ENCFF515OFK/,/files/ENCFF920YDY/,/files/ENCFF766SQX/,/files/ENCFF007RFI/,/files/ENCFF671EUA/,/files/ENCFF710UKX/,/files/ENCFF513IVI/,/files/ENCFF693CBG/,/files/ENCFF517PLA/,/files/ENCFF346ZKW/,/files/ENCFF344YIO/,/files/ENCFF459XJF/	/gene-silencing-series/ENCSR325HIL/	ENCBS858EAQ,ENCBS645VXU	1,2	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/f01ac951-e05e-4927-a566-70287bb1977f/,/replicates/11ee29ee-97f4-4179-92e3-25d9e1a5edbf/				capped RNA enrichment
/experiments/ENCSR990FJB/	ENCSR990FJB	PRO-cap	PRO-cap	cell line				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens CDK7	HCT116	GEO:GSE219965	A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in CDK7_U.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF771XAP/,/files/ENCFF021ZXT/,/files/ENCFF326MEM/,/files/ENCFF573UTA/,/files/ENCFF495RXA/,/files/ENCFF044PXN/,/files/ENCFF220HXI/,/files/ENCFF023ANM/,/files/ENCFF489TXL/,/files/ENCFF282FNJ/,/files/ENCFF249HMK/,/files/ENCFF091OHA/,/files/ENCFF414JAW/,/files/ENCFF694RPD/,/files/ENCFF338UDW/,/files/ENCFF580RXL/,/files/ENCFF178WKV/,/files/ENCFF263UCD/,/files/ENCFF692QPR/,/files/ENCFF050BQZ/,/files/ENCFF260QCB/,/files/ENCFF887JVU/,/files/ENCFF797RQJ/,/files/ENCFF651IMN/,/files/ENCFF461VXQ/	/gene-silencing-series/ENCSR486OWZ/	ENCBS876JPT,ENCBS286GJK	2,1	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/f6b82c4e-3255-4860-9fef-88434b930f0d/,/replicates/3e12342c-f854-440c-9413-a9591a805d12/				capped RNA enrichment
/experiments/ENCSR261OWE/	ENCSR261OWE	PRO-cap	PRO-cap	cell line				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens CTCF treated with 1 μM 5-Phenyl-1H-indole-3-acetic acid for 6 hours	HCT116	GEO:GSE219648	A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in CTCF_T.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF002VVH/,/files/ENCFF422MIH/,/files/ENCFF459FEW/,/files/ENCFF783WPX/,/files/ENCFF385EVN/,/files/ENCFF740ZLH/,/files/ENCFF615OXX/,/files/ENCFF751UII/,/files/ENCFF810BKU/,/files/ENCFF390SZO/,/files/ENCFF817RJI/,/files/ENCFF033YUC/,/files/ENCFF133AJV/,/files/ENCFF435QPT/,/files/ENCFF166WEG/,/files/ENCFF302PGT/,/files/ENCFF034DJE/,/files/ENCFF750KKR/,/files/ENCFF516CIY/,/files/ENCFF687NPB/,/files/ENCFF719EOH/,/files/ENCFF312IWO/,/files/ENCFF450UBV/,/files/ENCFF930FSC/,/files/ENCFF661AXX/	/gene-silencing-series/ENCSR457BIQ/	ENCBS304XWN,ENCBS637VLU	2,1	1		Homo sapiens	adult	48 years	5-Phenyl-1H-indole-3-acetic acid		1	μM	6	hour				/organisms/human/	/organisms/rice/	/replicates/513f1dc1-f2e7-4322-8e32-5d727189183b/,/replicates/bf684e9f-4243-47e2-9e08-6acf7ed4fb18/				capped RNA enrichment
/experiments/ENCSR932TRR/	ENCSR932TRR	PRO-cap	PRO-cap	cell line				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens SMARCA5	HCT116	GEO:GSE219924	A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in SMARCA5_U.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF150QKZ/,/files/ENCFF229XDD/,/files/ENCFF785GXR/,/files/ENCFF591ELS/,/files/ENCFF499BSJ/,/files/ENCFF668SCS/,/files/ENCFF017ROD/,/files/ENCFF696SEH/,/files/ENCFF545AQK/,/files/ENCFF645JHH/,/files/ENCFF233TCJ/,/files/ENCFF851WII/,/files/ENCFF077NMG/,/files/ENCFF996WAK/,/files/ENCFF052YPA/,/files/ENCFF324IVI/,/files/ENCFF869VKD/,/files/ENCFF782MXJ/,/files/ENCFF963NDK/,/files/ENCFF670EXD/,/files/ENCFF138ZSL/,/files/ENCFF337QIN/,/files/ENCFF214LDX/,/files/ENCFF892XPY/,/files/ENCFF957DFO/	/gene-silencing-series/ENCSR697MCP/	ENCBS141BGY,ENCBS032AKF	1,2	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/e8f06811-7769-48e1-b2be-f4d1fc2344c1/,/replicates/61c9cedf-c940-473d-b784-f2db153b720b/				capped RNA enrichment
/experiments/ENCSR604EBH/	ENCSR604EBH	PRO-cap	PRO-cap	cell line				Homo sapiens K562	K562	GEO:GSE219495	CoPRO experiment. A run-on assay was performed on captured nascent RNA with cap state selection. In this experiment, only capped nascent RNA was selected and no PCR amplification was done.	John Lis, Cornell	ENCODE	released	/files/ENCFF105KHX/,/files/ENCFF527UII/,/files/ENCFF666XUS/,/files/ENCFF353JVH/,/files/ENCFF188AKV/,/files/ENCFF618BLN/,/files/ENCFF863MEF/,/files/ENCFF947WHH/,/files/ENCFF214JPK/,/files/ENCFF038CED/,/files/ENCFF713YBG/,/files/ENCFF374XHF/,/files/ENCFF124AQO/,/files/ENCFF906OOH/,/files/ENCFF756QBX/,/files/ENCFF827JZR/,/files/ENCFF806IHJ/,/files/ENCFF461WON/,/files/ENCFF538JPG/,/files/ENCFF900CHQ/,/files/ENCFF929BQB/,/files/ENCFF303RQD/,/files/ENCFF183SSA/,/files/ENCFF526DGX/,/files/ENCFF670SVM/,/files/ENCFF227JQX/		ENCBS010FNJ,ENCBS853KVF	1,2	1,2		Homo sapiens	adult	53 years												/replicates/8a98b1d7-74a7-4aed-af0e-d0c52a6a2cde/,/replicates/baa10034-c132-4711-9319-221a3a6b0e92/,/replicates/e8075be1-15bf-4f7e-a424-b05874a0983b/,/replicates/dcf2b1ea-0538-4038-aa67-91a4c795d1e0/				capped RNA enrichment,PCR-free
/experiments/ENCSR124AWE/	ENCSR124AWE	PRO-cap	PRO-cap	cell line				Homo sapiens SUDHL5	SUDHL5		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in SU-DHL-5.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF757ZCO/,/files/ENCFF941RKE/,/files/ENCFF238DUR/,/files/ENCFF291FWH/,/files/ENCFF322UWJ/,/files/ENCFF646HUD/,/files/ENCFF780CWD/,/files/ENCFF248HFE/,/files/ENCFF378UKN/,/files/ENCFF981PND/,/files/ENCFF264SFZ/,/files/ENCFF797USK/,/files/ENCFF942OPG/,/files/ENCFF836NWL/,/files/ENCFF029UOG/		ENCBS857PEG,ENCBS802SHU	1,2	1		Homo sapiens	child	17 years												/replicates/93e09029-5ec4-4725-9868-286347f6def1/,/replicates/05e04dc7-28a3-45f0-bbbe-d2abf32fc6af/				capped RNA enrichment
/experiments/ENCSR548GOG/	ENCSR548GOG	PRO-cap	PRO-cap	tissue				Homo sapiens stomach tissue female adult (53 years)	stomach		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Stomach.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF817KGE/,/files/ENCFF883BYW/,/files/ENCFF271JFN/,/files/ENCFF732HPK/,/files/ENCFF759YVA/,/files/ENCFF908FQE/,/files/ENCFF535WFG/,/files/ENCFF179EIM/,/files/ENCFF969SWP/,/files/ENCFF039RVY/,/files/ENCFF819XDC/,/files/ENCFF217VGJ/,/files/ENCFF219LDS/,/files/ENCFF037TGI/,/files/ENCFF851NUQ/,/files/ENCFF648KZI/,/files/ENCFF271DOZ/,/files/ENCFF012KBA/		ENCBS419PWQ	1	1,2		Homo sapiens	adult	53 years												/replicates/53b76b29-82ee-4057-b48d-8eebb25e57ec/,/replicates/fc93c36b-950e-45f0-ab7b-635d80f56a34/				capped RNA enrichment
/experiments/ENCSR973QQI/	ENCSR973QQI	PRO-cap	PRO-cap	cell line				Homo sapiens ReNcell CX	ReNcell CX		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Neural progenitor cell line.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF918WDL/,/files/ENCFF898OPH/,/files/ENCFF277DCZ/,/files/ENCFF231NKW/,/files/ENCFF275VKY/,/files/ENCFF278VVE/,/files/ENCFF280ODG/,/files/ENCFF023HHS/,/files/ENCFF392OKR/,/files/ENCFF773MMG/,/files/ENCFF396ZBP/,/files/ENCFF944VIF/,/files/ENCFF499TTD/,/files/ENCFF405EDH/,/files/ENCFF002RAI/		ENCBS095TOT,ENCBS549ZMD	1,2	1		Homo sapiens	unknown													/replicates/d579d746-6b47-4dfe-bdb9-2da496ec4967/,/replicates/a19611be-f60d-41e7-a412-6c7e7e38426c/				capped RNA enrichment
/experiments/ENCSR473KVF/	ENCSR473KVF	PRO-cap	PRO-cap	cell line				Homo sapiens HEK293T genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143	HEK293T		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in ZNF143_U cells.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF857WRM/,/files/ENCFF083KAZ/,/files/ENCFF698VUR/,/files/ENCFF572DOI/,/files/ENCFF096RQZ/,/files/ENCFF223MZO/,/files/ENCFF868VAY/,/files/ENCFF832FIZ/,/files/ENCFF592ZIW/,/files/ENCFF748BAF/,/files/ENCFF122LLU/,/files/ENCFF236QNQ/,/files/ENCFF707DRY/,/files/ENCFF814JPR/,/files/ENCFF624QBA/		ENCBS000SRU,ENCBS707ZIE	1,2	1		Homo sapiens	embryonic											/organisms/human/		/replicates/d928db65-c741-4105-b3ab-d53d8465df3a/,/replicates/16b4c0ab-9175-4e70-870a-cbbba0e77618/				capped RNA enrichment
/experiments/ENCSR382HFH/	ENCSR382HFH	PRO-cap	PRO-cap	primary cell				Homo sapiens peripheral blood mononuclear cell	peripheral blood mononuclear cell		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in PBMCs.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF299YKA/,/files/ENCFF186BBC/,/files/ENCFF598OCU/,/files/ENCFF734CNJ/,/files/ENCFF231QJC/,/files/ENCFF443PVE/,/files/ENCFF204WKJ/,/files/ENCFF609AFR/,/files/ENCFF391OGH/,/files/ENCFF503XOT/,/files/ENCFF637QXR/,/files/ENCFF942ZED/,/files/ENCFF653GEU/,/files/ENCFF899CIQ/,/files/ENCFF969NXK/,/files/ENCFF230VMX/,/files/ENCFF021DNZ/,/files/ENCFF242XVL/		ENCBS389KNX	1	2,1		Homo sapiens	unknown													/replicates/70949219-073c-492b-98e6-1570facbea03/,/replicates/c2c9be5b-5603-4f5b-8168-6aa3a1572d05/				capped RNA enrichment
/experiments/ENCSR624CVP/	ENCSR624CVP	PRO-cap	PRO-cap	tissue				Homo sapiens peritoneum tissue female adult (53 years)	peritoneum		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Peritoneum.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF514HVJ/,/files/ENCFF853ACC/,/files/ENCFF805MFE/,/files/ENCFF113FBY/,/files/ENCFF006UQB/,/files/ENCFF242QFF/,/files/ENCFF990VMY/,/files/ENCFF928KSP/,/files/ENCFF023ADD/,/files/ENCFF746NOB/,/files/ENCFF316GFV/,/files/ENCFF902CXQ/,/files/ENCFF716DNG/,/files/ENCFF730IUH/,/files/ENCFF309LIZ/,/files/ENCFF721NEX/,/files/ENCFF786NRN/,/files/ENCFF760FVH/,/files/ENCFF789WJU/,/files/ENCFF072HIP/,/files/ENCFF841UJB/		ENCBS305SJJ	1	1,2		Homo sapiens	adult	53 years												/replicates/fc914127-2717-4936-949b-d146ce633493/,/replicates/265c70d5-6936-4c2a-a814-dcd8dfcc0cd2/				capped RNA enrichment
/experiments/ENCSR575EOB/	ENCSR575EOB	PRO-cap	PRO-cap	tissue				Homo sapiens Metastatic Breast Carcinoma in the Brain tissue female adult (41 years)	Metastatic Breast Carcinoma in the Brain		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Metastatic breast cancer to brain.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF840TNV/,/files/ENCFF118XYV/,/files/ENCFF243EJM/,/files/ENCFF265GQT/,/files/ENCFF932CVT/,/files/ENCFF890ATN/,/files/ENCFF695OFI/,/files/ENCFF615ALX/,/files/ENCFF121MGB/,/files/ENCFF783ELT/,/files/ENCFF152ZRN/,/files/ENCFF398ZGQ/,/files/ENCFF436CNJ/,/files/ENCFF956ALB/,/files/ENCFF555ZMX/		ENCBS898YTR	1	1,2		Homo sapiens	adult	41 years												/replicates/c37bfdb4-8ae8-4ac4-b693-93fa843190ac/,/replicates/a65b3acf-3bdb-4b79-a3fa-e1574334226f/				capped RNA enrichment
/experiments/ENCSR701MOE/	ENCSR701MOE	PRO-cap	PRO-cap	primary cell				Homo sapiens with type 1 diabetes mellitus; T-cell female adult (19 years)	T-cell		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in T cells from T1D donor.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF979OUD/,/files/ENCFF567DGL/,/files/ENCFF967WEI/,/files/ENCFF526SFA/,/files/ENCFF224WRP/,/files/ENCFF248NZO/,/files/ENCFF489GXH/,/files/ENCFF361XXF/,/files/ENCFF985UXK/		ENCBS283POP	1	1		Homo sapiens	adult	19 years												/replicates/c9166512-440c-4ff8-aaa3-58ecc040b605/				capped RNA enrichment
/experiments/ENCSR657PSE/	ENCSR657PSE	PRO-cap	PRO-cap	tissue				Homo sapiens aorta tissue female adult (41 years)	aorta		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Aorta.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF168WNQ/,/files/ENCFF071QXV/,/files/ENCFF393VRJ/,/files/ENCFF962YBD/,/files/ENCFF645ISB/,/files/ENCFF579BFM/,/files/ENCFF958YAX/,/files/ENCFF429HWK/,/files/ENCFF181BIF/,/files/ENCFF045RVO/,/files/ENCFF781AVI/,/files/ENCFF236DMO/,/files/ENCFF165ICR/,/files/ENCFF987SRN/,/files/ENCFF090ZNU/		ENCBS756FTG	1	1,2		Homo sapiens	adult	41 years												/replicates/148554e4-bcd0-464a-8746-8171e8f420e8/,/replicates/611b1737-ffb6-482d-82be-7503617f1fe4/				capped RNA enrichment
/experiments/ENCSR472ETC/	ENCSR472ETC	PRO-cap	PRO-cap	tissue				Homo sapiens fallopian tube tissue female adult (46 years)	fallopian tube		A run-on assay that precisely maps the transcription start sites genome-wide with high sensitivity and specificity in Fallopian tube.	Haiyuan Yu, Cornell	ENCODE	released	/files/ENCFF868DTH/,/files/ENCFF923XMR/,/files/ENCFF499BQY/,/files/ENCFF994WWT/,/files/ENCFF620STL/,/files/ENCFF714EBZ/,/files/ENCFF442CWY/,/files/ENCFF477WPU/,/files/ENCFF100LON/,/files/ENCFF791SXO/,/files/ENCFF897POV/,/files/ENCFF759JAR/,/files/ENCFF966LIU/,/files/ENCFF156RYG/,/files/ENCFF148FXW/		ENCBS381HCL	1	1,2		Homo sapiens	adult	46 years												/replicates/485375d3-cd90-4750-b7f5-a222ef78659a/,/replicates/d08e7ddf-84e4-4986-8dff-55968bf8ae1c/				capped RNA enrichment
